Dataset,Model,Framework,Role,Strict Match (%),Relaxed Match (%),Semantic Similarity,N Samples
opentom,google/gemma-3-27b-it,User Design Persona,FDM,53.33,56.19,0.8297,105
opentom,google/gemma-3-27b-it,User Design Persona,MV,54.29,57.14,0.8103,105
opentom,google/gemma-3-27b-it,User-Centered Design,EXPERT,53.25,56.11,0.8126,1260
opentom,google/gemma-3-27b-it,User-Centered Design,FDM,54.29,59.05,0.8367,105
opentom,google/gemma-3-27b-it,User-Centered Design,MV,56.19,58.10,0.8159,105
opentom,google/gemma-3-27b-it,baseline,BASELINE,0.00,0.00,0.2184,105
opentom,google/gemma-3-27b-it,no-description,EXPERT,53.52,55.33,0.7956,1050
opentom,google/gemma-3-27b-it,no-description,FDM,51.43,56.19,0.8155,105
opentom,google/gemma-3-27b-it,no-description,MV,53.33,55.24,0.7909,105
opentom,google/gemma-3-27b-it,no-personality,EXPERT,53.02,55.32,0.7971,1260
opentom,google/gemma-3-27b-it,no-personality,FDM,54.29,58.10,0.8134,105
opentom,google/gemma-3-27b-it,no-personality,MV,53.33,55.24,0.7978,105
opentom,meta-llama/llama-3.3-70b-instruct,Cognitive Load Theory,EXPERT,53.43,55.81,0.8283,1050
opentom,meta-llama/llama-3.3-70b-instruct,Cognitive Load Theory,FDM,53.33,54.29,0.8192,105
opentom,meta-llama/llama-3.3-70b-instruct,Cognitive Load Theory,MV,54.29,56.19,0.8232,105
opentom,meta-llama/llama-3.3-70b-instruct,Dual-Process Theory,EXPERT,53.14,55.52,0.8282,1050
opentom,meta-llama/llama-3.3-70b-instruct,Dual-Process Theory,FDM,56.19,57.14,0.8362,105
opentom,meta-llama/llama-3.3-70b-instruct,Dual-Process Theory,MV,52.38,53.33,0.8183,105
opentom,meta-llama/llama-3.3-70b-instruct,Flow Theory,EXPERT,52.00,54.38,0.8254,1050
opentom,meta-llama/llama-3.3-70b-instruct,Flow Theory,FDM,53.33,55.24,0.8211,105
opentom,meta-llama/llama-3.3-70b-instruct,Flow Theory,MV,51.43,53.33,0.8229,105
opentom,meta-llama/llama-3.3-70b-instruct,Freudian Psychoanalysis,EXPERT,52.57,54.67,0.8241,1050
opentom,meta-llama/llama-3.3-70b-instruct,Freudian Psychoanalysis,FDM,52.38,56.19,0.8135,105
opentom,meta-llama/llama-3.3-70b-instruct,Freudian Psychoanalysis,MV,55.24,56.19,0.8203,105
opentom,meta-llama/llama-3.3-70b-instruct,User Design Persona,EXPERT,51.53,53.86,0.8241,945
opentom,meta-llama/llama-3.3-70b-instruct,User Design Persona,FDM,50.48,51.43,0.8110,105
opentom,meta-llama/llama-3.3-70b-instruct,User Design Persona,MV,51.43,53.33,0.8165,105
opentom,meta-llama/llama-3.3-70b-instruct,User-Centered Design,EXPERT,54.10,55.81,0.8284,1050
opentom,meta-llama/llama-3.3-70b-instruct,User-Centered Design,FDM,56.19,57.14,0.8254,105
opentom,meta-llama/llama-3.3-70b-instruct,User-Centered Design,MV,55.24,56.19,0.8234,105
opentom,meta-llama/llama-3.3-70b-instruct,baseline,BASELINE,0.00,0.00,0.2646,105
opentom,meta-llama/llama-3.3-70b-instruct,no-description,EXPERT,52.10,55.24,0.8281,1050
opentom,meta-llama/llama-3.3-70b-instruct,no-description,FDM,52.38,55.24,0.8342,105
opentom,meta-llama/llama-3.3-70b-instruct,no-description,MV,49.52,53.33,0.8222,105
opentom,meta-llama/llama-3.3-70b-instruct,no-personality,EXPERT,54.10,56.19,0.8303,1050
opentom,meta-llama/llama-3.3-70b-instruct,no-personality,FDM,55.24,57.14,0.8330,105
opentom,meta-llama/llama-3.3-70b-instruct,no-personality,MV,52.38,54.29,0.8151,105
opentom,meta-llama/llama-4-scout,Cognitive Load Theory,EXPERT,51.43,54.52,0.8130,840
opentom,meta-llama/llama-4-scout,Cognitive Load Theory,FDM,54.29,57.14,0.8137,105
opentom,meta-llama/llama-4-scout,Cognitive Load Theory,MV,52.38,56.19,0.8072,105
opentom,meta-llama/llama-4-scout,Dual-Process Theory,EXPERT,52.24,54.56,0.8168,735
opentom,meta-llama/llama-4-scout,Dual-Process Theory,FDM,52.38,55.24,0.8239,105
opentom,meta-llama/llama-4-scout,Dual-Process Theory,MV,53.33,55.24,0.8207,105
opentom,meta-llama/llama-4-scout,Flow Theory,EXPERT,50.10,52.57,0.8076,525
opentom,meta-llama/llama-4-scout,Flow Theory,FDM,48.57,52.38,0.8045,105
opentom,meta-llama/llama-4-scout,Flow Theory,MV,50.48,53.33,0.8077,105
opentom,meta-llama/llama-4-scout,Freudian Psychoanalysis,EXPERT,51.29,52.79,0.8056,735
opentom,meta-llama/llama-4-scout,Freudian Psychoanalysis,FDM,50.48,52.38,0.8088,105
opentom,meta-llama/llama-4-scout,Freudian Psychoanalysis,MV,53.33,55.24,0.8086,105
opentom,meta-llama/llama-4-scout,User Design Persona,EXPERT,52.17,55.03,0.8160,945
opentom,meta-llama/llama-4-scout,User Design Persona,FDM,54.29,56.19,0.8170,105
opentom,meta-llama/llama-4-scout,User Design Persona,MV,53.33,55.24,0.8100,105
opentom,meta-llama/llama-4-scout,User-Centered Design,EXPERT,52.65,55.24,0.8184,735
opentom,meta-llama/llama-4-scout,User-Centered Design,FDM,54.29,56.19,0.8172,105
opentom,meta-llama/llama-4-scout,User-Centered Design,MV,53.33,55.24,0.8145,105
opentom,meta-llama/llama-4-scout,baseline,BASELINE,0.00,0.00,0.2348,105
opentom,meta-llama/llama-4-scout,no-description,EXPERT,54.60,56.67,0.8271,630
opentom,meta-llama/llama-4-scout,no-description,FDM,58.10,60.00,0.8402,105
opentom,meta-llama/llama-4-scout,no-description,MV,57.14,59.05,0.8370,105
opentom,meta-llama/llama-4-scout,no-personality,EXPERT,50.38,53.14,0.8116,1050
opentom,meta-llama/llama-4-scout,no-personality,FDM,50.48,53.33,0.8104,105
opentom,meta-llama/llama-4-scout,no-personality,MV,50.48,53.33,0.8107,105
tomato,amazon/nova-micro-v1,Cognitive Load Theory,EXPERT,48.00,90.33,0.8148,600
tomato,amazon/nova-micro-v1,Cognitive Load Theory,FDM,49.33,94.00,0.8204,150
tomato,amazon/nova-micro-v1,Cognitive Load Theory,MV,49.33,93.33,0.8224,150
tomato,amazon/nova-micro-v1,Dual-Process Theory,EXPERT,48.67,89.33,0.8182,600
tomato,amazon/nova-micro-v1,Dual-Process Theory,FDM,50.67,96.00,0.8286,150
tomato,amazon/nova-micro-v1,Dual-Process Theory,MV,49.33,93.33,0.8234,150
tomato,amazon/nova-micro-v1,Flow Theory,EXPERT,49.17,90.17,0.8197,600
tomato,amazon/nova-micro-v1,Flow Theory,FDM,49.33,94.67,0.8240,150
tomato,amazon/nova-micro-v1,Flow Theory,MV,50.00,92.67,0.8238,150
tomato,amazon/nova-micro-v1,Freudian Psychoanalysis,EXPERT,49.00,90.50,0.8192,600
tomato,amazon/nova-micro-v1,Freudian Psychoanalysis,FDM,48.67,94.00,0.8223,150
tomato,amazon/nova-micro-v1,Freudian Psychoanalysis,MV,50.00,92.67,0.8287,150
tomato,amazon/nova-micro-v1,User Design Persona,EXPERT,47.07,89.47,0.8116,750
tomato,amazon/nova-micro-v1,User Design Persona,FDM,48.00,94.00,0.8198,150
tomato,amazon/nova-micro-v1,User Design Persona,MV,46.67,93.33,0.8155,150
tomato,amazon/nova-micro-v1,User-Centered Design,EXPERT,50.17,90.50,0.8242,600
tomato,amazon/nova-micro-v1,User-Centered Design,FDM,50.00,96.00,0.8267,150
tomato,amazon/nova-micro-v1,User-Centered Design,MV,49.33,94.67,0.8241,150
tomato,amazon/nova-micro-v1,baseline,BASELINE,0.67,1.33,0.4576,150
tomato,amazon/nova-micro-v1,no-description,EXPERT,49.33,93.83,0.8223,600
tomato,amazon/nova-micro-v1,no-description,FDM,50.00,95.33,0.8264,150
tomato,amazon/nova-micro-v1,no-description,MV,50.67,95.33,0.8277,150
tomato,amazon/nova-micro-v1,no-personality,EXPERT,47.47,91.47,0.8147,750
tomato,amazon/nova-micro-v1,no-personality,FDM,46.00,96.00,0.8120,150
tomato,amazon/nova-micro-v1,no-personality,MV,50.00,94.67,0.8252,150
tomato,google/gemma-3-12b-it,Cognitive Load Theory,EXPERT,65.67,95.93,0.8804,1500
tomato,google/gemma-3-12b-it,Cognitive Load Theory,FDM,64.67,96.00,0.8746,150
tomato,google/gemma-3-12b-it,Cognitive Load Theory,MV,66.00,96.67,0.8809,150
tomato,google/gemma-3-12b-it,Dual-Process Theory,EXPERT,63.64,95.90,0.8737,1950
tomato,google/gemma-3-12b-it,Dual-Process Theory,FDM,64.00,94.00,0.8735,150
tomato,google/gemma-3-12b-it,Dual-Process Theory,MV,65.33,96.00,0.8807,150
tomato,google/gemma-3-12b-it,Flow Theory,EXPERT,65.33,96.18,0.8807,2250
tomato,google/gemma-3-12b-it,Flow Theory,FDM,68.00,96.00,0.8922,150
tomato,google/gemma-3-12b-it,Flow Theory,MV,67.33,96.00,0.8893,150
tomato,google/gemma-3-12b-it,Freudian Psychoanalysis,EXPERT,62.80,96.04,0.8713,2250
tomato,google/gemma-3-12b-it,Freudian Psychoanalysis,FDM,66.00,96.67,0.8837,150
tomato,google/gemma-3-12b-it,Freudian Psychoanalysis,MV,63.33,96.00,0.8746,150
tomato,google/gemma-3-12b-it,User Design Persona,EXPERT,65.14,95.14,0.8750,2550
tomato,google/gemma-3-12b-it,User Design Persona,FDM,68.00,95.33,0.8852,150
tomato,google/gemma-3-12b-it,User Design Persona,MV,66.67,95.33,0.8876,150
tomato,google/gemma-3-12b-it,User-Centered Design,EXPERT,66.18,96.06,0.8795,1650
tomato,google/gemma-3-12b-it,User-Centered Design,FDM,67.33,96.67,0.8854,150
tomato,google/gemma-3-12b-it,User-Centered Design,MV,66.00,97.33,0.8775,150
tomato,google/gemma-3-12b-it,baseline,BASELINE,66.67,96.67,0.8830,150
tomato,google/gemma-3-12b-it,no-description,EXPERT,64.47,95.40,0.8719,1500
tomato,google/gemma-3-12b-it,no-description,FDM,68.00,95.33,0.8872,150
tomato,google/gemma-3-12b-it,no-description,MV,68.67,96.67,0.8913,150
tomato,google/gemma-3-12b-it,no-personality,EXPERT,64.00,96.53,0.8745,1500
tomato,google/gemma-3-12b-it,no-personality,FDM,67.33,96.67,0.8860,150
tomato,google/gemma-3-12b-it,no-personality,MV,64.67,96.67,0.8779,150
tomato,google/gemma-3-27b-it,Cognitive Load Theory,EXPERT,65.53,97.80,0.8797,1500
tomato,google/gemma-3-27b-it,Cognitive Load Theory,FDM,65.33,98.00,0.8794,150
tomato,google/gemma-3-27b-it,Cognitive Load Theory,MV,65.33,98.00,0.8794,150
tomato,google/gemma-3-27b-it,Dual-Process Theory,EXPERT,66.71,97.87,0.8850,2250
tomato,google/gemma-3-27b-it,Dual-Process Theory,FDM,67.33,98.67,0.8853,150
tomato,google/gemma-3-27b-it,Dual-Process Theory,MV,68.00,98.67,0.8890,150
tomato,google/gemma-3-27b-it,Flow Theory,EXPERT,67.44,97.72,0.8870,1800
tomato,google/gemma-3-27b-it,Flow Theory,FDM,68.67,98.00,0.8898,150
tomato,google/gemma-3-27b-it,Flow Theory,MV,67.33,97.33,0.8861,150
tomato,google/gemma-3-27b-it,Freudian Psychoanalysis,EXPERT,66.67,98.20,0.8842,1500
tomato,google/gemma-3-27b-it,Freudian Psychoanalysis,FDM,67.33,98.67,0.8857,150
tomato,google/gemma-3-27b-it,Freudian Psychoanalysis,MV,69.33,98.67,0.8966,150
tomato,google/gemma-3-27b-it,User Design Persona,EXPERT,68.40,98.27,0.8899,1500
tomato,google/gemma-3-27b-it,User Design Persona,FDM,67.33,98.67,0.8864,150
tomato,google/gemma-3-27b-it,User Design Persona,MV,68.67,98.67,0.8926,150
tomato,google/gemma-3-27b-it,User-Centered Design,EXPERT,68.28,98.00,0.8908,1800
tomato,google/gemma-3-27b-it,User-Centered Design,FDM,68.00,97.33,0.8912,150
tomato,google/gemma-3-27b-it,User-Centered Design,MV,68.00,98.00,0.8900,150
tomato,google/gemma-3-27b-it,baseline,BASELINE,20.00,24.67,0.5846,150
tomato,google/gemma-3-27b-it,no-description,EXPERT,67.73,98.13,0.8885,1500
tomato,google/gemma-3-27b-it,no-description,FDM,68.00,98.67,0.8896,150
tomato,google/gemma-3-27b-it,no-description,MV,67.33,98.00,0.8866,150
tomato,google/gemma-3-27b-it,no-personality,EXPERT,67.19,97.81,0.8865,2100
tomato,google/gemma-3-27b-it,no-personality,FDM,67.33,98.00,0.8841,150
tomato,google/gemma-3-27b-it,no-personality,MV,68.67,98.00,0.8902,150
tomato,meta-llama/llama-3.3-70b-instruct,Cognitive Load Theory,EXPERT,75.83,98.00,0.9183,1200
tomato,meta-llama/llama-3.3-70b-instruct,Cognitive Load Theory,FDM,75.33,98.67,0.9164,150
tomato,meta-llama/llama-3.3-70b-instruct,Cognitive Load Theory,MV,76.00,98.00,0.9179,150
tomato,meta-llama/llama-3.3-70b-instruct,Dual-Process Theory,EXPERT,75.08,98.08,0.9152,1200
tomato,meta-llama/llama-3.3-70b-instruct,Dual-Process Theory,FDM,74.00,98.00,0.9118,150
tomato,meta-llama/llama-3.3-70b-instruct,Dual-Process Theory,MV,76.00,98.00,0.9179,150
tomato,meta-llama/llama-3.3-70b-instruct,Flow Theory,EXPERT,76.25,98.33,0.9189,1200
tomato,meta-llama/llama-3.3-70b-instruct,Flow Theory,FDM,77.33,98.67,0.9220,150
tomato,meta-llama/llama-3.3-70b-instruct,Flow Theory,MV,78.67,98.67,0.9281,150
tomato,meta-llama/llama-3.3-70b-instruct,Freudian Psychoanalysis,EXPERT,74.47,98.13,0.9133,1500
tomato,meta-llama/llama-3.3-70b-instruct,Freudian Psychoanalysis,FDM,73.33,98.67,0.9094,150
tomato,meta-llama/llama-3.3-70b-instruct,Freudian Psychoanalysis,MV,75.33,98.67,0.9164,150
tomato,meta-llama/llama-3.3-70b-instruct,User Design Persona,EXPERT,75.33,98.17,0.9164,1200
tomato,meta-llama/llama-3.3-70b-instruct,User Design Persona,FDM,75.33,98.00,0.9160,150
tomato,meta-llama/llama-3.3-70b-instruct,User Design Persona,MV,75.33,98.00,0.9160,150
tomato,meta-llama/llama-3.3-70b-instruct,User-Centered Design,EXPERT,74.53,98.13,0.9131,1500
tomato,meta-llama/llama-3.3-70b-instruct,User-Centered Design,FDM,74.67,98.67,0.9120,150
tomato,meta-llama/llama-3.3-70b-instruct,User-Centered Design,MV,74.67,98.67,0.9120,150
tomato,meta-llama/llama-3.3-70b-instruct,baseline,BASELINE,76.00,96.67,0.9205,150
tomato,meta-llama/llama-3.3-70b-instruct,no-description,EXPERT,74.17,98.17,0.9125,1200
tomato,meta-llama/llama-3.3-70b-instruct,no-description,FDM,74.67,98.00,0.9150,150
tomato,meta-llama/llama-3.3-70b-instruct,no-description,MV,74.67,98.00,0.9133,150
tomato,meta-llama/llama-3.3-70b-instruct,no-personality,EXPERT,75.58,98.08,0.9167,1200
tomato,meta-llama/llama-3.3-70b-instruct,no-personality,FDM,72.67,98.00,0.9079,150
tomato,meta-llama/llama-3.3-70b-instruct,no-personality,MV,76.00,98.00,0.9177,150
tomato,meta-llama/llama-4-scout,Cognitive Load Theory,EXPERT,69.33,95.60,0.8749,750
tomato,meta-llama/llama-4-scout,Cognitive Load Theory,FDM,70.67,94.67,0.8834,150
tomato,meta-llama/llama-4-scout,Cognitive Load Theory,MV,72.67,98.67,0.9048,150
tomato,meta-llama/llama-4-scout,Dual-Process Theory,EXPERT,72.19,97.71,0.9029,1050
tomato,meta-llama/llama-4-scout,Dual-Process Theory,FDM,74.00,98.00,0.9106,150
tomato,meta-llama/llama-4-scout,Dual-Process Theory,MV,74.67,98.00,0.9127,150
tomato,meta-llama/llama-4-scout,Flow Theory,EXPERT,70.95,97.62,0.8978,1050
tomato,meta-llama/llama-4-scout,Flow Theory,FDM,72.00,98.00,0.9024,150
tomato,meta-llama/llama-4-scout,Flow Theory,MV,72.00,98.00,0.9012,150
tomato,meta-llama/llama-4-scout,Freudian Psychoanalysis,EXPERT,70.40,98.00,0.8971,750
tomato,meta-llama/llama-4-scout,Freudian Psychoanalysis,FDM,72.00,97.33,0.9028,150
tomato,meta-llama/llama-4-scout,Freudian Psychoanalysis,MV,72.67,98.00,0.9038,150
tomato,meta-llama/llama-4-scout,User Design Persona,EXPERT,70.78,98.11,0.8987,900
tomato,meta-llama/llama-4-scout,User Design Persona,FDM,68.00,98.00,0.8875,150
tomato,meta-llama/llama-4-scout,User Design Persona,MV,70.00,98.00,0.8953,150
tomato,meta-llama/llama-4-scout,User-Centered Design,EXPERT,70.44,97.44,0.8970,900
tomato,meta-llama/llama-4-scout,User-Centered Design,FDM,71.33,97.33,0.8985,150
tomato,meta-llama/llama-4-scout,User-Centered Design,MV,71.33,97.33,0.9011,150
tomato,meta-llama/llama-4-scout,baseline,BASELINE,16.67,18.00,0.5537,150
tomato,meta-llama/llama-4-scout,no-description,EXPERT,68.27,95.60,0.8699,750
tomato,meta-llama/llama-4-scout,no-description,FDM,70.67,95.33,0.8850,150
tomato,meta-llama/llama-4-scout,no-description,MV,72.00,99.33,0.9020,150
tomato,meta-llama/llama-4-scout,no-personality,EXPERT,67.56,94.37,0.8654,1350
tomato,meta-llama/llama-4-scout,no-personality,FDM,68.67,94.00,0.8766,150
tomato,meta-llama/llama-4-scout,no-personality,MV,70.67,98.00,0.8975,150
